gara,giro,timestamp,categoria,pilota,bandiera,testo,penalita_secondi
Miami,48,2026-05-03 18:22:10,Flag,ALO,BLACK AND WHITE,BLACK AND WHITE FLAG FOR CAR 14 (ALO) - TRACK LIMITS,
Miami,48,2026-05-03 18:22:29,Flag,,YELLOW,YELLOW IN TRACK SECTOR 19,
Miami,48,2026-05-03 18:22:32,Flag,,CLEAR,CLEAR IN TRACK SECTOR 19,
Miami,48,2026-05-03 18:23:10,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 14:23:10,
Miami,48,2026-05-03 18:23:29,Other,BEA,,CAR 87 (BEA) TIME 1:37.535 DELETED - TRACK LIMITS AT TURN 7 LAP 47 14:22:07,
Miami,49,2026-05-03 18:24:32,Other,ALO,,CAR 14 (ALO) TIME 1:36.389 DELETED - TRACK LIMITS AT TURN 17 LAP 46 14:22:30,
Miami,51,2026-05-03 18:26:44,Flag,ALO,BLUE,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 14:26:44,
Miami,51,2026-05-03 18:26:52,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 14:26:51,
Miami,51,2026-05-03 18:27:13,Flag,OCO,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 14:27:12,
Miami,51,2026-05-03 18:27:14,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 14:27:14,
Miami,51,2026-05-03 18:27:16,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 14:27:15,
Miami,51,2026-05-03 18:27:43,Flag,OCO,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 14:27:43,
Miami,51,2026-05-03 18:27:49,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 14:27:48,
Miami,52,2026-05-03 18:28:12,Flag,BOR,BLUE,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 14:28:12,
Miami,52,2026-05-03 18:28:27,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 14:28:27,
Miami,52,2026-05-03 18:28:34,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 14:28:34,
Miami,52,2026-05-03 18:29:20,Flag,BOR,BLUE,WAVED BLUE FLAG FOR CAR 5 (BOR) TIMED AT 14:29:20,
Miami,54,2026-05-03 18:31:25,Flag,LIN,BLUE,WAVED BLUE FLAG FOR CAR 41 (LIN) TIMED AT 14:31:24,
Miami,54,2026-05-03 18:31:41,Flag,LIN,BLUE,WAVED BLUE FLAG FOR CAR 41 (LIN) TIMED AT 14:31:41,
Miami,54,2026-05-03 18:31:57,Flag,LIN,BLUE,WAVED BLUE FLAG FOR CAR 41 (LIN) TIMED AT 14:31:57,
Miami,54,2026-05-03 18:32:02,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 14:32:02,
Miami,54,2026-05-03 18:32:11,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 14:32:11,
Miami,54,2026-05-03 18:32:13,Flag,LIN,BLUE,WAVED BLUE FLAG FOR CAR 41 (LIN) TIMED AT 14:32:12,
Miami,55,2026-05-03 18:33:01,Flag,BEA,BLUE,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 14:33:01,
Miami,55,2026-05-03 18:34:12,Flag,BEA,BLUE,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 14:34:11,
Miami,56,2026-05-03 18:35:24,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 14:35:23,
Miami,57,2026-05-03 18:36:20,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 14:36:20,
Miami,57,2026-05-03 18:36:32,Flag,,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 4,
Miami,57,2026-05-03 18:36:33,Flag,,YELLOW,YELLOW IN TRACK SECTOR 4,
Miami,57,2026-05-03 18:36:37,Flag,,CLEAR,CLEAR IN TRACK SECTOR 4,
Miami,57,2026-05-03 18:36:39,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 14:36:38,
Miami,57,2026-05-03 18:36:47,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 14:36:47,
Miami,57,2026-05-03 18:36:51,Flag,LIN,BLUE,WAVED BLUE FLAG FOR CAR 41 (LIN) TIMED AT 14:36:51,
Miami,57,2026-05-03 18:37:21,Flag,,CHEQUERED,CHEQUERED FLAG,
Miami,57,2026-05-03 18:37:28,Flag,LIN,BLUE,WAVED BLUE FLAG FOR CAR 41 (LIN) TIMED AT 14:37:27,
Miami,57,2026-05-03 18:37:51,Flag,LIN,BLUE,WAVED BLUE FLAG FOR CAR 41 (LIN) TIMED AT 14:37:51,
Miami,57,2026-05-03 18:38:18,Other,LEC,,CAR 16 (LEC) TIME 1:49.834 DELETED - TRACK LIMITS AT TURN 8 LAP 57 14:36:53,
Miami,57,2026-05-03 18:38:55,Other,,,ALL PASS HOLDERS MAY ACCESS THE PIT LANE,
Miami,57,2026-05-03 18:38:58,Other,LEC,,CAR 16 (LEC) TIME 1:49.834 DELETED - TRACK LIMITS AT TURN 6 LAP 57 14:36:46,
Miami,57,2026-05-03 18:41:25,Flag,,YELLOW,YELLOW IN TRACK SECTOR 15,
Miami,57,2026-05-03 18:41:25,Flag,,YELLOW,YELLOW IN TRACK SECTOR 16,
Miami,57,2026-05-03 18:44:04,Flag,,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 15,
Miami,57,2026-05-03 18:44:04,Flag,,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 16,
Miami,57,2026-05-03 18:44:15,Other,RUS,,TURN 17 INCIDENT INVOLVING CAR 63 (RUS) NOTED - MOVING UNDER BRAKING,
Miami,57,2026-05-03 18:47:41,Other,,,TURN 1 INCIDENT INVOLVING CARS 3 (VER) AND 63 (RUS) NOTED - CAUSING A COLLISION,
Miami,57,2026-05-03 18:49:32,Other,,,TURN 17 INCIDENT INVOLVING CARS 16 (LEC) AND 63 (RUS) NOTED - CAUSING A COLLISION,
Miami,57,2026-05-03 18:49:37,Other,LEC,,CAR 16 (LEC) TIME 1:49.834 DELETED - TRACK LIMITS AT TURN 15 LAP 57 14:37:31,
Miami,57,2026-05-03 18:49:38,Other,LEC,,CAR 16 (LEC) TIME 1:49.834 DELETED - TRACK LIMITS AT TURN 7 LAP 57 14:36:54,
Miami,57,2026-05-03 18:51:10,Other,LEC,,INCIDENT INVOLVING CAR 16 (LEC) NOTED - LEAVING THE TRACK MULTIPLE TIMES AND GAINING AN ADVANTAGE,
Miami,57,2026-05-03 18:51:34,Other,LEC,,FIA STEWARDS: INCIDENT INVOLVING CAR 16 (LEC) WILL BE INVESTIGATED AFTER THE RACE - LEAVING THE TRACK MULTIPLE TIMES AND GAINING AN ADVANTAGE,
Miami,57,2026-05-03 18:53:21,Other,RUS,,FIA STEWARDS: TURN 17 INCIDENT INVOLVING CAR 63 (RUS) REVIEWED NO FURTHER INVESTIGATION - MOVING UNDER BRAKING,
Miami,57,2026-05-03 18:53:31,Other,,,FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 3 (VER) AND 63 (RUS) WILL BE INVESTIGATED AFTER THE RACE - CAUSING A COLLISION,
Miami,57,2026-05-03 18:53:36,Other,,,FIA STEWARDS: TURN 17 INCIDENT INVOLVING CARS 16 (LEC) AND 63 (RUS) WILL BE INVESTIGATED AFTER THE RACE - CAUSING A COLLISION,
Miami,57,2026-05-03 18:55:19,Other,LEC,,INCIDENT INVOLVING CAR 16 (LEC) NOTED - UNSAFE CONDITION,
Miami,57,2026-05-03 18:55:35,Other,LEC,,FIA STEWARDS: INCIDENT INVOLVING CAR 16 (LEC) WILL BE INVESTIGATED AFTER THE RACE - UNSAFE CONDITION,
Canada,1,2026-05-24 19:08:32,Other,,,LIGHT BLUE HEAD PADDING MATERIAL MUST BE USED,
Canada,1,2026-05-24 19:08:38,Other,,,AWNINGS MAY BE USED,
Canada,1,2026-05-24 19:20:01,Flag,,GREEN,GREEN LIGHT - PIT EXIT OPEN,
Canada,1,2026-05-24 19:29:48,Other,,,AWNINGS TO BE REMOVED,
Canada,1,2026-05-24 19:30:01,Other,,,PIT EXIT CLOSED,
Canada,1,2026-05-24 19:32:11,Other,,,"FIA STEWARDS: INCIDENT INVOLVING CARS 5 (BOR), 77 (BOT) AND 10 (GAS) NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS - MAXIMUM DELTA TIME",
Canada,1,2026-05-24 19:32:16,Other,,,"FIA STEWARDS: INCIDENT INVOLVING CARS 5 (BOR), 77 (BOT) AND 10 (GAS) WILL BE INVESTIGATED AFTER THE RACE - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS - MAXIMUM DELTA TIME",
Canada,1,2026-05-24 19:45:07,Other,,,RISK OF RAIN FOR THE F1 RACE IS 50%,
Canada,1,2026-05-24 19:57:04,Other,,,OVERTAKE DISABLED,
Canada,1,2026-05-24 20:03:19,Other,,,EXTRA FORMATION LAP,
Canada,1,2026-05-24 20:04:39,Flag,,YELLOW,YELLOW IN TRACK SECTOR 15,
Canada,1,2026-05-24 20:05:50,Flag,,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 15,
Canada,1,2026-05-24 20:06:36,Other,,,EXTRA FORMATION LAP,
Canada,1,2026-05-24 20:06:37,Flag,,CLEAR,CLEAR IN TRACK SECTOR 15,
Canada,1,2026-05-24 20:09:48,Flag,,GREEN,GREEN LIGHT - PIT EXIT OPEN,
Canada,1,2026-05-24 20:11:04,Other,,,OVERTAKE ENABLED,
Canada,3,2026-05-24 20:12:54,Other,,,INCIDENT INVOLVING CARS 77 (BOT) AND 18 (STR) NOTED - STARTING PROCEDURE INFRINGEMENT - OUT OF POSITION AT SAFETY CAR LINE,
Canada,3,2026-05-24 20:13:25,Other,,,INCIDENT INVOLVING CARS 30 (LAW) AND 27 (HUL) NOTED - STARTING PROCEDURE INFRINGEMENT - OUT OF POSITION AT SAFETY CAR LINE,
Canada,4,2026-05-24 20:14:01,Other,ALB,,CAR 23 (ALB) TIME 1:25.514 DELETED - TRACK LIMITS AT TURN 14 LAP 2 16:12:46,
Canada,5,2026-05-24 20:15:46,Other,NOR,,CAR 1 (NOR) TIME 1:21.170 DELETED - TRACK LIMITS AT TURN 4 LAP 4 16:14:33,
Canada,6,2026-05-24 20:16:33,Other,HAD,,CAR 6 (HAD) TIME 1:18.960 DELETED - TRACK LIMITS AT TURN 14 LAP 4 16:15:12,
Canada,7,2026-05-24 20:18:19,Other,GAS,,CAR 10 (GAS) TIME 1:20.937 DELETED - TRACK LIMITS AT TURN 14 LAP 4 16:15:23,
Canada,7,2026-05-24 20:18:21,Other,HUL,,CAR 27 (HUL) TIME 1:21.051 DELETED - TRACK LIMITS AT TURN 14 LAP 4 16:15:43,
Canada,8,2026-05-24 20:19:42,Other,ANT,,CAR 12 (ANT) TIME 1:17.710 DELETED - TRACK LIMITS AT TURN 14 LAP 6 16:17:41,
Canada,9,2026-05-24 20:20:41,Other,HUL,,INCIDENT INVOLVING CAR 27 (HUL) NOTED - SPEEDING IN THE PIT LANE,
Canada,10,2026-05-24 20:21:54,Other,,,FIA STEWARDS: INCIDENT INVOLVING CARS 77 (BOT) AND 18 (STR) NO FURTHER ACTION - STARTING PROCEDURE INFRINGEMENT - OUT OF POSITION AT SAFETY CAR LINE,
Canada,10,2026-05-24 20:22:16,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 16:22:15,
Canada,10,2026-05-24 20:22:33,Other,HUL,,CAR 27 (HUL) TIME 1:21.876 DELETED - TRACK LIMITS AT TURN 10 LAP 6 16:18:05,
Canada,10,2026-05-24 20:22:34,Other,OCO,,CAR 31 (OCO) TIME 1:23.526 DELETED - TRACK LIMITS AT TURN 8 LAP 7 16:18:58,
Canada,10,2026-05-24 20:22:35,Other,BOR,,CAR 5 (BOR) TIME 1:18.545 DELETED - TRACK LIMITS AT TURN 14 LAP 7 16:19:50,
Canada,11,2026-05-24 20:23:22,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 16:23:22,
Canada,11,2026-05-24 20:23:36,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 16:23:35,
Canada,11,2026-05-24 20:23:41,Other,STR,,CAR 18 (STR) TIME 1:23.593 DELETED - TRACK LIMITS AT TURN 8 LAP 8 16:20:29,
Canada,11,2026-05-24 20:23:52,Other,BOR,,TURN 13 INCIDENT INVOLVING CAR 5 (BOR) NOTED - LEAVING THE TRACK AND GAINING AN ADVANTAGE (16:19:44),
Canada,12,2026-05-24 20:25:06,Other,HUL,,FIA STEWARDS: INCIDENT INVOLVING CAR 27 (HUL) UNDER INVESTIGATION - SPEEDING IN THE PIT LANE,
Canada,13,2026-05-24 20:25:33,Other,SAI,,CAR 55 (SAI) TIME 1:17.454 DELETED - TRACK LIMITS AT TURN 14 LAP 11 16:24:53,
Canada,13,2026-05-24 20:25:42,Flag,,YELLOW,YELLOW IN TRACK SECTOR 11,
Canada,13,2026-05-24 20:25:43,Other,HUL,,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 27 (HUL) - SPEEDING IN THE PIT LANE,5
Canada,13,2026-05-24 20:25:50,Flag,,YELLOW,YELLOW IN TRACK SECTOR 12,
Canada,13,2026-05-24 20:25:53,Flag,,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 11,
Canada,13,2026-05-24 20:25:54,Flag,,YELLOW,YELLOW IN TRACK SECTOR 11,
Canada,13,2026-05-24 20:25:58,Flag,,CLEAR,CLEAR IN TRACK SECTOR 12,
Canada,13,2026-05-24 20:26:23,Other,,,TRACK SURFACE SLIPPERY IN TRACK SECTOR 12,
Canada,13,2026-05-24 20:26:27,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 16:26:26,
Canada,13,2026-05-24 20:26:28,Flag,,CLEAR,CLEAR IN TRACK SECTOR 12,
Canada,14,2026-05-24 20:27:15,Other,,,TRACK SURFACE SLIPPERY IN TRACK SECTOR 12,
Canada,14,2026-05-24 20:27:24,Flag,PIA,BLUE,WAVED BLUE FLAG FOR CAR 81 (PIA) TIMED AT 16:27:23,
Canada,14,2026-05-24 20:27:39,Flag,PIA,BLUE,WAVED BLUE FLAG FOR CAR 81 (PIA) TIMED AT 16:27:38,
Canada,14,2026-05-24 20:27:44,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 16:27:43,
Canada,14,2026-05-24 20:27:45,Flag,,CLEAR,CLEAR IN TRACK SECTOR 11,
Canada,14,2026-05-24 20:27:55,Other,,,TRACK SURFACE SLIPPERY IN TRACK SECTOR 11,
Canada,15,2026-05-24 20:27:59,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 16:27:59,
Canada,15,2026-05-24 20:28:37,Flag,,CLEAR,CLEAR IN TRACK SECTOR 11,
Canada,15,2026-05-24 20:28:42,Other,,,TRACK SURFACE SLIPPERY IN TRACK SECTOR 11,
Canada,15,2026-05-24 20:28:49,Flag,,CLEAR,CLEAR IN TRACK SECTOR 11,
Canada,15,2026-05-24 20:29:05,Other,RUS,,CAR 63 (RUS) TIME 1:16.804 DELETED - TRACK LIMITS AT TURN 10 LAP 12 16:24:58,
Canada,16,2026-05-24 20:29:40,Flag,,CLEAR,CLEAR IN TRACK SECTOR 12,
Canada,16,2026-05-24 20:29:48,Flag,PIA,BLUE,WAVED BLUE FLAG FOR CAR 81 (PIA) TIMED AT 16:29:48,
Canada,16,2026-05-24 20:29:58,Other,,,TURN 10 INCIDENT INVOLVING CARS 81 (PIA) AND 23 (ALB) NOTED - CAUSING A COLLISION (16:25:37),
Canada,16,2026-05-24 20:29:58,Flag,PIA,BLUE,WAVED BLUE FLAG FOR CAR 81 (PIA) TIMED AT 16:29:58,
Canada,16,2026-05-24 20:30:11,Flag,PIA,BLUE,WAVED BLUE FLAG FOR CAR 81 (PIA) TIMED AT 16:30:10,
Canada,17,2026-05-24 20:30:43,Other,LEC,,CAR 16 (LEC) TIME 1:20.202 DELETED - TRACK LIMITS AT TURN 8 LAP 14 16:27:29,
Canada,17,2026-05-24 20:30:46,Other,BEA,,CAR 87 (BEA) TIME 1:17.509 DELETED - TRACK LIMITS AT TURN 14 LAP 15 16:29:52,
Canada,18,2026-05-24 20:32:38,Flag,OCO,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:32:38,
Canada,19,2026-05-24 20:33:02,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 16:33:02,
Canada,19,2026-05-24 20:33:06,Other,,,FIA STEWARDS: INCIDENT INVOLVING CARS 30 (LAW) AND 27 (HUL) UNDER INVESTIGATION - STARTING PROCEDURE INFRINGEMENT - OUT OF POSITION AT SAFETY CAR LINE,
Canada,19,2026-05-24 20:33:36,Flag,,YELLOW,YELLOW IN TRACK SECTOR 11,
Canada,19,2026-05-24 20:33:39,Flag,,CLEAR,CLEAR IN TRACK SECTOR 11,
Canada,19,2026-05-24 20:34:05,Other,NOR,,CAR 1 (NOR) TIME 1:23.114 DELETED - TRACK LIMITS AT TURN 10 LAP 16 16:31:10,
Canada,19,2026-05-24 20:34:07,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 16:34:07,
Canada,20,2026-05-24 20:34:17,Other,BOR,,FIA STEWARDS: TURN 13 INCIDENT INVOLVING CAR 5 (BOR) REVIEWED NO FURTHER INVESTIGATION - LEAVING THE TRACK AND GAINING AN ADVANTAGE (16:19:44),
Canada,20,2026-05-24 20:34:43,Flag,ALO,BLUE,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 16:34:42,
Canada,20,2026-05-24 20:35:00,Other,BEA,,INCIDENT INVOLVING CAR 87 (BEA) NOTED - YELLOW FLAG INFRINGEMENT (16:26:52),
Canada,20,2026-05-24 20:35:32,Other,ALO,,INCIDENT INVOLVING CAR 14 (ALO) NOTED - YELLOW FLAG INFRINGEMENT (16:25:49),
Canada,21,2026-05-24 20:35:52,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 16:35:52,
Canada,21,2026-05-24 20:36:00,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 16:36:00,
Canada,21,2026-05-24 20:36:19,Flag,ALO,BLUE,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 16:36:19,
Canada,21,2026-05-24 20:36:36,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 16:36:36,
Canada,22,2026-05-24 20:37:03,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:37:02,
Canada,22,2026-05-24 20:37:04,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 16:37:03,
Canada,22,2026-05-24 20:37:11,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:37:10,
Canada,22,2026-05-24 20:37:15,Flag,ALO,BLUE,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 16:37:15,
Canada,22,2026-05-24 20:37:31,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 16:37:30,
Canada,22,2026-05-24 20:37:42,Other,BOT,,CAR 77 (BOT) TIME 1:21.843 DELETED - TRACK LIMITS AT TURN 10 LAP 17 16:33:34,
Canada,22,2026-05-24 20:37:46,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 16:37:45,
Canada,22,2026-05-24 20:37:51,Other,,,FIA STEWARDS: TURN 10 INCIDENT INVOLVING CARS 81 (PIA) AND 23 (ALB) UNDER INVESTIGATION - CAUSING A COLLISION (16:25:37),
Canada,23,2026-05-24 20:38:36,Other,PIA,,FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 81 (PIA) - CAUSING A COLLISION (16:25:37),10
Canada,23,2026-05-24 20:38:48,Other,NOR,,CAR 1 (NOR) TIME 1:18.118 DELETED - TRACK LIMITS AT TURN 14 LAP 18 16:34:05,
Canada,23,2026-05-24 20:38:51,Other,VER,,CAR 3 (VER) TIME 1:16.180 DELETED - TRACK LIMITS AT TURN 14 LAP 20 16:35:33,
Canada,23,2026-05-24 20:38:52,Other,STR,,CAR 18 (STR) TIME 1:23.042 DELETED - TRACK LIMITS AT TURN 10 LAP 20 16:37:11,
Canada,23,2026-05-24 20:38:53,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 16:38:52,
Canada,23,2026-05-24 20:38:59,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 16:38:59,
Canada,23,2026-05-24 20:39:04,Flag,NOR,BLUE,WAVED BLUE FLAG FOR CAR 1 (NOR) TIMED AT 16:39:03,
Canada,24,2026-05-24 20:39:43,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 16:39:42,
Canada,24,2026-05-24 20:39:49,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 16:39:49,
Canada,24,2026-05-24 20:40:10,Other,HAM,,CAR 44 (HAM) TIME 1:20.199 DELETED - TRACK LIMITS AT TURN 8 LAP 22 16:37:36,
Canada,24,2026-05-24 20:40:23,Other,HUL,,FIA STEWARDS: PENALTY SERVED - 5 SECOND TIME PENALTY FOR CAR 27 (HUL) - SPEEDING IN THE PIT LANE,5
Canada,24,2026-05-24 20:40:28,Flag,PIA,BLUE,WAVED BLUE FLAG FOR CAR 81 (PIA) TIMED AT 16:40:28,
Canada,25,2026-05-24 20:40:41,Flag,ALO,BLUE,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 16:40:41,
Canada,25,2026-05-24 20:41:19,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 16:41:19,
Canada,26,2026-05-24 20:42:11,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 16:42:11,
Canada,26,2026-05-24 20:42:13,Other,,,FIA STEWARDS: INCIDENT INVOLVING CARS 30 (LAW) AND 27 (HUL) WILL BE INVESTIGATED AFTER THE RACE - STARTING PROCEDURE INFRINGEMENT - OUT OF POSITION AT SAFETY CAR LINE,
Canada,26,2026-05-24 20:42:32,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 16:42:31,
Canada,26,2026-05-24 20:43:00,Other,,,TURN 13 INCIDENT INVOLVING CARS 12 (ANT) AND 63 (RUS) NOTED (16:40:28),
Canada,26,2026-05-24 20:43:05,Flag,BOT,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 16:43:04,
Canada,27,2026-05-24 20:43:33,Other,ANT,,CAR 12 (ANT) TIME 1:16.465 DELETED - TRACK LIMITS AT TURN 14 LAP 24 16:40:30,
Canada,27,2026-05-24 20:43:33,Other,ANT,,CAR 12 (ANT) TIME 1:16.465 DELETED - TRACK LIMITS AT TURN 10 LAP 24 16:40:10,
Canada,28,2026-05-24 20:44:44,Other,PIA,,CAR 81 (PIA) TIME 1:16.666 DELETED - TRACK LIMITS AT TURN 14 LAP 18 16:34:20,
Canada,28,2026-05-24 20:45:07,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 16:45:06,
Canada,29,2026-05-24 20:46:58,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 16:46:58,
Canada,30,2026-05-24 20:47:02,Other,,,FIA STEWARDS: TURN 13 INCIDENT INVOLVING CARS 12 (ANT) AND 63 (RUS) REVIEWED NO FURTHER INVESTIGATION (16:40:28),
Canada,30,2026-05-24 20:47:11,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 16:47:11,
Canada,30,2026-05-24 20:47:20,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 16:47:19,
Canada,30,2026-05-24 20:47:47,Flag,OCO,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:47:46,
Canada,30,2026-05-24 20:47:50,Other,RUS,,CAR 63 (RUS) TIME 1:16.828 DELETED - TRACK LIMITS AT TURN 14 LAP 24 16:40:29,
Canada,30,2026-05-24 20:47:54,Flag,,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 10,
Canada,30,2026-05-24 20:47:57,Flag,,YELLOW,YELLOW IN TRACK SECTOR 9,
Canada,31,2026-05-24 20:48:25,SafetyCar,,,VSC DEPLOYED,
Canada,31,2026-05-24 20:49:47,Other,,,MARSHALS ON TRACK AT TURN 9,
Canada,32,2026-05-24 20:51:33,SafetyCar,,,VSC ENDING,
Canada,32,2026-05-24 20:51:33,Flag,,CLEAR,CLEAR IN TRACK SECTOR 10,
Canada,32,2026-05-24 20:51:36,Flag,,CLEAR,CLEAR IN TRACK SECTOR 9,
Canada,32,2026-05-24 20:51:38,Flag,,CLEAR,CLEAR IN TRACK SECTOR 10,
Canada,32,2026-05-24 20:51:45,Flag,,CLEAR,TRACK CLEAR,
Canada,32,2026-05-24 20:51:45,Flag,PER,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:51:45,
Canada,32,2026-05-24 20:51:45,Flag,PIA,BLUE,WAVED BLUE FLAG FOR CAR 81 (PIA) TIMED AT 16:51:45,
Canada,32,2026-05-24 20:51:47,Other,,,OVERTAKE ENABLED,
Canada,33,2026-05-24 20:52:00,Other,BOR,,CAR 5 (BOR) TIME 1:44.804 DELETED - TRACK LIMITS AT TURN 14 LAP 30 16:50:47,
Canada,33,2026-05-24 20:52:31,Flag,OCO,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:52:30,
Canada,33,2026-05-24 20:52:55,Flag,BEA,BLUE,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 16:52:55,
Canada,33,2026-05-24 20:53:12,Flag,BEA,BLUE,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 16:53:12,
Canada,33,2026-05-24 20:53:14,Other,RUS,,INCIDENT INVOLVING CAR 63 (RUS) NOTED (16:47:47),
Canada,34,2026-05-24 20:53:23,Flag,BEA,BLUE,WAVED BLUE FLAG FOR CAR 87 (BEA) TIMED AT 16:53:23,
Canada,34,2026-05-24 20:53:27,Other,RUS,,FIA STEWARDS: INCIDENT INVOLVING CAR 63 (RUS) WILL BE INVESTIGATED AFTER THE RACE (16:47:47),
Canada,34,2026-05-24 20:53:31,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 16:53:30,
Canada,34,2026-05-24 20:53:50,Flag,PIA,BLUE,WAVED BLUE FLAG FOR CAR 81 (PIA) TIMED AT 16:53:49,
Canada,34,2026-05-24 20:54:08,Flag,PIA,BLUE,WAVED BLUE FLAG FOR CAR 81 (PIA) TIMED AT 16:54:07,
Canada,34,2026-05-24 20:54:16,Flag,STR,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 16:54:15,
